event_id,session_id,user_unique_id,event_name,event_timestamp,platform
8c1c54b1acd1497996c9b7a245b2c099,2687948c634641528972af7ba56a3346,2b367af92ebe41838375b1c73b9b1d98,app_open,2018-05-03 15:08:00,Web
1df07a0ea71a4877b718c689c59afb3a,c8f9f86827224ebba31f984f3f8fb6a6,35f6f2ee1eb94e7d8ffa7493f747646d,app_open,2018-05-11 18:46:00,Android
8a740aa2860948679ad99d9d76722a9c,aef1665e40b24cf09dc9957fec02f81a,b4e2e1362a03418cbbb49969415518b3,app_open,2018-05-03 22:32:00,Web
0606453c63914497b841b191e1f2aa78,88a4ef14aa5644ed8e8bdab229fa0bd1,c37e09b2bfa44336a0c213f44fd21382,app_open,2018-05-02 16:59:00,Android
f308880966c84555b4a9bc5f47019d59,88a4ef14aa5644ed8e8bdab229fa0bd1,c37e09b2bfa44336a0c213f44fd21382,restaurant_view,2018-05-02 17:00:32,Web
e27f30636b3547a8b158baa103a53c61,61dc6ae92c6142489169ed4a2bcbd523,b1215dcb5bd946339d0fd3817a58a25a,app_open,2018-05-23 17:23:00,iOS
189b252639c34034b8dff1330c30357d,61dc6ae92c6142489169ed4a2bcbd523,b1215dcb5bd946339d0fd3817a58a25a,restaurant_view,2018-05-23 17:23:54,iOS
ae978b00931b4b5992a8f2d52f534ead,61dc6ae92c6142489169ed4a2bcbd523,b1215dcb5bd946339d0fd3817a58a25a,item_view,2018-05-23 17:23:38,Android
c48f2b7d09de47399e2c20dd625b2e28,852cb28964024806be9d894a0a00209c,06875c69643a425888bb6996715f4490,app_open,2018-05-22 14:22:00,iOS
7663fec307274854914427547de45b21,58af6761b6bf4c40be3b24ed8269c594,9f94bba70fe14ac883530eff274985d4,app_open,2018-05-01 11:38:00,iOS
d3002d9249cf4f3496535243e2fe9390,58af6761b6bf4c40be3b24ed8269c594,9f94bba70fe14ac883530eff274985d4,restaurant_view,2018-05-01 11:39:52,iOS
844bc1afa37a4dc28ea5be22c840dc0b,58af6761b6bf4c40be3b24ed8269c594,9f94bba70fe14ac883530eff274985d4,item_view,2018-05-01 11:39:26,iOS
7a66023d050a46e78de5efa2c478cbe8,98fd89267f3c4acb9def0d2926c56e77,f0a9bb84667446dabeae33cab1ae5b42,app_open,2018-05-19 19:32:00,Web
397925c7034d4d66b7b1eef0cc23ccbe,98fd89267f3c4acb9def0d2926c56e77,f0a9bb84667446dabeae33cab1ae5b42,restaurant_view,2018-05-19 19:33:56,Web
a367835eb05e4c07bcbdedb810bb480a,10be70f0f2c2463f893d91b07817c21c,25eaea33ea6349ec97a607e28f59e734,app_open,2018-05-14 15:44:00,Android
c41a85cc6de34b2f9423822cfa8a7a50,10be70f0f2c2463f893d91b07817c21c,25eaea33ea6349ec97a607e28f59e734,restaurant_view,2018-05-14 15:45:27,Android
8b09198fc3d54a84a218ed553bf546ef,10be70f0f2c2463f893d91b07817c21c,25eaea33ea6349ec97a607e28f59e734,item_view,2018-05-14 15:46:26,iOS
1cb54ea918e54242aa19d77b3031c217,a5a9fec2c886443da026546b16a2496f,f8e54bfe4e7d41dfb743c53706fbfdef,app_open,2018-05-13 16:40:00,Android
70fe547b8e694720830fb10b6c99220c,a5a9fec2c886443da026546b16a2496f,f8e54bfe4e7d41dfb743c53706fbfdef,restaurant_view,2018-05-13 16:41:42,iOS
d8419508aaf347be929efb7990e7c455,c4ce1f9776fc4a639e1be92a68390a02,deef744c555d4aad8c21c71375941b66,app_open,2018-05-25 22:23:00,Android
0ce949f477114f55b16dd3e9828374f6,c4ce1f9776fc4a639e1be92a68390a02,deef744c555d4aad8c21c71375941b66,restaurant_view,2018-05-25 22:24:30,Web
02f2631fe24c4940b59c4ddb6ca7a5c1,c4ce1f9776fc4a639e1be92a68390a02,deef744c555d4aad8c21c71375941b66,item_view,2018-05-25 22:24:24,Android
1d8fad1252cc44708895b629a2cc68d9,c4ce1f9776fc4a639e1be92a68390a02,deef744c555d4aad8c21c71375941b66,add_to_cart,2018-05-25 22:27:00,iOS
2333e647452f40dab3b145e23369628a,c4ce1f9776fc4a639e1be92a68390a02,deef744c555d4aad8c21c71375941b66,checkout_start,2018-05-25 22:28:40,iOS
fb8c5580464442b78f2d1c65d2d96750,c9166fed1bd4411f905dc943e0f41e03,069846324b4d4682be01ac828d078f25,app_open,2018-05-22 08:41:00,Android
11a91ebe5ec04faea2d5b55a67c87f71,c9166fed1bd4411f905dc943e0f41e03,069846324b4d4682be01ac828d078f25,restaurant_view,2018-05-22 08:42:34,iOS
cc23e56c8ace47de8d901a69f7f07035,e1428b01381544c7b86bebce745c67c2,5bf956ffcaed4ba08ffe62bdd1348119,app_open,2018-05-06 20:07:00,Web
d6b0cf6293c740e8a4ba9f6233587bdf,8fcdc97fafc54224b98f61a91eaf82e7,af1e8c3dbd804ca8b413550cd566d0b3,app_open,2018-05-09 20:44:00,Web
6fae3207fd004f6dba2760065aa3df8c,9c4b019481824f1db9e029ec825f6f3d,c577d39e808d48729a1d6311e40692fe,app_open,2018-05-10 12:45:00,Web
007958737a3d4e659ab2d0b398bc3b54,9c4b019481824f1db9e029ec825f6f3d,c577d39e808d48729a1d6311e40692fe,restaurant_view,2018-05-10 12:45:56,iOS
e5a7a141c00b4d3a8ca555c4755363d8,55909c588856465e93ef4f476e4655fc,5a6798f2b40e4fe2b400ce04029df5b4,app_open,2018-05-13 18:25:00,Android
58add6961598459e959af36e7a0a1b17,db0baa5cf0994fb48b951fb9163a84f5,ac5a48cddb5a492fbb693d82a5cd0c93,app_open,2018-05-27 18:44:00,iOS
9046a3586b2c40e2af2b0edbe2ac6231,038806f19db34e0996a7b48bbdcf1e3c,a0d7971f22954188b7a506720a0a8a27,app_open,2018-05-16 18:26:00,Android
417d9a4e7ad049ecba6c0cbedb0634ee,038806f19db34e0996a7b48bbdcf1e3c,a0d7971f22954188b7a506720a0a8a27,restaurant_view,2018-05-16 18:27:10,Web
fe36c30572314680b06870114e23192f,038806f19db34e0996a7b48bbdcf1e3c,a0d7971f22954188b7a506720a0a8a27,item_view,2018-05-16 18:27:44,Android
