order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
4893d3c9eae44a6d86868137daa4a5c3,1,51908351467747b7b0dc78c47f28884a,ef51faa4f985487bb571bef2378409cd,2017-01-17 02:01:12,131.98,19.35
ac077e5ccfa549ce98c7efc80f9fa93e,1,d6fd02984309427bacd98134682e8b8b,e662eb130d354c3ab8824a44c9a1709a,2017-02-01 18:57:11,132.61,20.46
9d063cf7e21c4aeb965da9d62bb2102d,1,d2a97faeb36b41bca75e21148b610b7c,9e42bb8b85684d4e9a3f3e9f2b05777a,2017-01-21 13:38:52,108.95,15.41
f04d15b3f9224cda87ed5b8fc3eaf68b,1,5b04ad0fd8ca49c59bc4058a507f4961,168ab576d08f4d4c84f7fc848a0b90c5,2017-01-23 18:06:16,173.98,16.19
4793b0e65a8541988e831d301edd2a44,1,682bab00b690467c8b850881917fca63,a7f190ef8a1a423795c1ea54273497ef,2017-02-05 02:25:02,142.07,14.53
1dc14a5e161840a898f61e52f34fe740,1,ad262e7340cc4511ac4c7b0c4d8cf35f,7fd22b9f82024fff952e97ddb4687a4c,2017-01-14 21:17:40,83.76,20.57
f40dcc36c0e047bd9a5c26a6884255ff,1,ecd26fe5dbe7457083cc66b7acc51f5f,32e26fa0557145c6ab6b017aa37c9230,2017-01-18 19:50:55,148.29,17.89
c7c6f6274f914d17b571fdf2ed9795a5,1,5ee0516dd8244d1ca3179804f288c200,3ff44fe80b764f6e9b4cac8450f895bf,2017-01-08 08:08:24,71.01,15.75
fa2b9f160c7246998ac62f6f78edd471,1,8114cb8fc17a4b5a99fb3153958de67e,8429baa9423f42078e706419a6b62dcf,2017-01-18 09:42:25,225.25,27.22
86bf15b7371744ef8afcaf7b480e1f15,1,9dc96188f4d94421b1abf3124bf37f77,e6cab10a56164db98fcbafa1eb3ceac4,2017-01-29 18:49:07,178.1,25.77
fa8a61ec0cc14b7da8d6f2d38ebb6eaa,1,1f87acc5f95b4e7c8b4e787fcfb7f331,056b753c59b34562a13859c3c10fa3d2,2017-02-05 21:29:35,158.34,12.81
98a76d6da7f947a084b208b539d3e468,1,7e30685e25c94841a5c5c3384b5ab653,9efaeb9d1a1341e893e3ed789a388249,2017-01-24 03:52:38,154.12,22.95
98a76d6da7f947a084b208b539d3e468,2,a6a91ed88a5046048f097a023365fecf,c9895a3fc8ab4455a8df3978e5d64e5a,2017-01-24 03:52:38,131.82,20.16
ecc6b8fa41b44fc79c7ae9c1c061473c,1,17229db90dbc4750bc34f57ee5348433,723973fd09ae47598209ab66af091b1b,2017-01-16 00:28:15,138.19,20.15
5b31960dabac459e85f997b5a38ed56e,1,926e429045d44aa5a6e545d463fd5bac,550d6b2e038845e696c7c613c5bf9ab6,2017-01-14 13:08:29,85.62,23.3
8e051e377ab94f9e817e1dbb961ed173,1,0ea6914702e949f88a355ac8e323dafb,3c3bd976b1a44fd49d6ced1dd214ca22,2017-01-20 22:11:19,128.55,25.21
6e92939fa47e4504bad18a5463163516,1,ab1fd9a852b341b2aaa8a6ded4176ec4,41ffdf8076af4ca48324069bd0677439,2017-01-24 19:28:21,119.51,20.71
29f07fa03b2d4fd1a92c0b998186eaeb,1,b5747eff176f4fc4b7de7b2842e3cadc,01e84a99d7ee4b05b6663b3439a39591,2017-01-31 00:05:08,94.9,27.55
7aa5c9ea68334367882e3650e40eb015,1,85846f711f514c44a3b36c50573a9a7d,e2d95336e4e14232ac697e8cc5b7223a,2017-01-07 17:36:33,139.35,12.63
7aa5c9ea68334367882e3650e40eb015,2,8268ae6824484a398cadfa24b80fef98,481efe73b36344b9a738e102959acd68,2017-01-07 17:36:33,151.71,26.76
1e3769b160f34f478d5bfdea0be20d2b,1,4082d97157b54a97839941407872b5d8,958aa192d632409d8acd29c450853651,2017-01-19 13:58:50,76.14,20.84
e9d6be2601ff4aaa97cbf78abcbca2d4,1,0055d1210c14413783b446c24ea503a7,4d0ff18363d14ca5995f5363f8ed76be,2017-01-15 01:43:59,129.35,16.7
b050ba20b85f464199e2ca784c7b0133,1,ce017d90c51a42a4831e24c3a74aefc2,be0f409f11b54f4087206c777f8e65e5,2017-01-27 19:22:37,139.89,12.83
f8c2983767b6410bbb1cfc41b21e3d25,1,454011e20faa4927b51aa4d8ec9e25f8,daff202f97ad413e84411d3776f17508,2017-01-27 06:27:46,153.33,17.25
cc7a080821e848ada34c2ef2ab9a63d8,1,fc83464fb21d4ed6b5351f6c3762cc87,b2a606cba94d4a1abc4d6ad301348f14,2017-01-12 20:05:17,105.74,17.29
b7276c88c79544de94b9205e74b0125d,1,e040cb76f61f497a930df1e6fbccd311,f0d79079a36041dbb63914a7a75e09a5,2017-01-21 05:01:56,168.86,26.99
b6b9e38f15ce4757b446de55990c102b,1,ff52d5b85bcb46f78c1b3ca04b469326,d05b8adf824a4c248dd2c17d014d6086,2017-02-01 10:56:52,137.13,17.64
da6d3e354f30452d81334dad5ec61c0d,1,11212398d0aa4b859e6d0bfbfd21d06c,a878cdf3d176431c92bd7aefaf10b7df,2017-01-18 01:29:10,108.57,27.23
e1afcfdb91f94498897ead25c0357426,1,fbce9674761b4a649a1eb5af4d0394f6,a66ec9671f614dcd948e05de9718fccb,2017-01-26 17:46:45,117.93,17.45
181ec2c32a9e446089796f32ae05ab38,1,1b7a1ef8069d4e7492ab536c47d4ee38,019a044fdc2d4b638fd62651b094feb6,2017-01-11 16:22:18,306.61,18.8
a7d1a3562f8f40a5a526a51483902525,1,2c86a27058514e9fac95f5ee565c0dfb,0a7d85acb6bc418ebce36644b8368f06,2017-01-19 07:41:28,179.58,12.72
b1069673c6844cd3849333a5eaf72b67,1,017b2c7d56574beaa2c65f2590dd282f,efe4c3b2428a46a6a01d399a7d027998,2017-02-02 11:03:11,91.77,26.56
7b43f99b928544c585a23d16a64ecee5,1,a95826db73174737bad76c80cc53ac55,db4fef0134ac4840a8fd15c919af6531,2017-02-02 02:03:59,114.96,17.74
9eecd59238d34ae6a47b311b71a4def0,1,7f0b06f2416241038038a9b3393edc4d,8f1f6c8331e349a8a0a4e59d5da023e7,2017-01-23 14:33:18,144.93,22.88
9eecd59238d34ae6a47b311b71a4def0,2,f6e8970dddf74356be1ca8edc3cc92bd,6200bcead21b4d549a8019411db5c848,2017-01-23 14:33:18,161.7,26.52
30d74df3bc6448ea8351cdbb810a041d,1,c875777e31264050b9a83c3480f56d36,9731eafcb69b417d9198f36eaf35a980,2017-01-30 11:54:50,85.1,15.19
cc636185560b4cbd8886b00d65ac30d6,1,f43bf99526cb4cbcb79032ba7ff85e2e,ecb754ad677c4ec9b589b544a3316478,2017-01-26 02:25:35,141.74,15.77
c3134729ce024a8581e6adf6a1d4dfa9,1,a722b7e3c17043a3bcf475699a4749bc,042cc7d6b97c43e486c1a79eb6112956,2017-01-28 18:19:30,42.04,24.97
c3134729ce024a8581e6adf6a1d4dfa9,2,637c6dd6027f4e71aad37a1353c263cf,cb298f281def4abab5373e944b952f93,2017-01-28 18:19:30,149.42,27.27
434572504cc043b5b77bf8bdb0319aff,1,75cc1c7a2a5e460e87ef888fce3c3ce5,c8c7f190c9674710b11035182d914bb2,2017-01-20 12:31:52,79.57,26.68
bb2b5fca9df647c3ba96d178f8ffd733,1,f95401380a8647549354f3330747e7c1,55e359a982b74b149c1884edd1121852,2017-01-23 10:52:26,113.57,27.73
9d9cd13712fc425aab3d994e1c3bc255,1,3dfb21fc186c43c4922c9e625f4d343f,d1d2f570095247f2a0b11157a72b29f4,2017-01-31 16:23:37,100.99,16.81
0eeb69725b904905b4425d640f1e64d8,1,bd07e3b122bb4558b9b71eae4be60ebf,042cc7d6b97c43e486c1a79eb6112956,2017-01-26 07:17:46,62.39,14.65
4d6d4cc2e35642f3aa80e99628d054fd,1,81ee13efd294449d8d783ab98173f081,b23437d300414c6e9aa9429944bda5c6,2017-01-22 06:44:07,73.83,23.86
12d020aba6e74caea9bfef033c93c968,1,90ad6deb04c941229d55fe3e66b27411,9b775e95dd93424ba22fe269ffec6ccf,2017-01-20 09:29:16,172.25,25.92
